example_id,problem,problem_category,answer,answer_type
295,"According to Santa Cruz County Sanitation District's 2020 Audit (California), when analyzing types of capital assets, find which asset categories had a percent increase in cost greater than 4% when compared to the previous year. Then list to me all of those capital asset categories with a greater than 4% increase that also had a cost greater than 3 million US dollars in 2019.",Finance & Economics,"Transmission Systems, Construction in progress, Mobile equipment",Set Answer
296,"Create a list of US states in 2022 that, according to the U.S. Centers for Disease Control and Prevention’s National Center for Health Statistics, had a COVID mortality rate of no higher than 35.5, with a suicide mortality rate of 18 or higher, yet also listed ""heart disease"" as the state's leading cause of death, all in the year 2022.",Health,"Colorado, Montana, North Dakota, Utah, Vermont",Set Answer
297,"According to Eurostat, which EU member state that the Danube River passes through had the lowest amount of goods transported by inland waterways, in units of thousand tonnes, in the year 2019?",Finance & Economics,Slovakia,Single Answer
298,"Which song from The Weeknd's ""My Dear Melancholy,"" spent longer in the UK Official Singles Chart top 100 than in the Billboard Hot 100?",Media & Entertainment,"""Wasted Times""",Single Answer
299,"In June 2020, a review was published by two authors in Clinical reviews in allergy & immunology regarding the relationship between hypermobile Ehlers-Danlos Syndrome (hEDS), Postural Orthostatic Tachycardia Syndrome (POTS), and Mast Cell Activation Syndrome (MCAS). Using PubMed, go to the 2nd publication (published in 2008) that this review references, and identify the geneticist who published the classification of one of the previous syndromes in 1998. What is the title of this geneticist’s first publication in The Practitioner?",Health,Amitriptyline poisoning treated by forced diuresis.,Single Answer
300,"Could you tell me the new dinosaur species that were validly described in 2022, on researchgate, with Alexis Mauro Aranciaga Rolando as one of the authors.",Science,"Kelumapusaura machi, Maip Macrothorax",Set Answer
301,Which individual school in the top 5 endowments of 2023 (according to University Business) had the highest combined percentage of undergraduate and Graduate students identifying as Hispanic/Latino and Black/African American (According to Data USA) in the same year?,Education,Yale University,Single Answer
302,Can you name the 3 tallest buildings (as of the start of 2025) that reside in the birth country of the director who won the New York Film Awards best director award in January of the year after Follow The White Rabbit won the Best Horror Award?,Media & Entertainment,"Burj Khalifa, Marina 101, Princess Tower",Set Answer
303,"According to the National Institutes of Health fact sheets for consumers, when taken in high amounts, what symptoms or side effects do Magnesium, Vitamin C, Zinc, and Iron supplements all share in common? Only include side effects that are phrased exactly the same way in every fact sheet.",Health,Nausea,Set Answer
304,"Using https://results.aec.gov.au/, of the parties that received more than 100000 votes in the national count of the 2004 federal election in Australia for the House of Representatives, which of these parties also received more than 15000 votes in Western Australia for that election and more than 10000 votes in Queensland for that election, and more than 1% of the vote in South Australia? List these parties by their full official names, in descending order of first preference votes received in that election nationally.",Politics & Government,"Liberal Party of Australia 
Australian Labor Party  
Australian Greens 
Australian Democrats  
Pauline Hanson’s One Nation",Set Answer
305,"Regarding the studies that ended anywhere from 2022-2023 for Essential Tremor on ClinicalTrials.gov: Which study (if any) was withdrawn due to a sponsor who still implements a product/treatment/program of a similar namesake to the study (I.E. if the study is called ""ABC-1 for the treatment of Essential Tremor"" and the sponsor uses ""ABC-2"" or ""ABC-3"" on their website, that'd be a similar namesake).",Health,A Clinical Trial of PRAX-114 in Participants With Essential Tremor,Single Answer
306,"As of 2025, what are the municipalites that start with the letters B, K, O, and U in the state that shares a name with a republic that existed from 1840-1841 and then again from 1847-1848?",Geography,"Baca, Bokobá, Buctzotz, Kanasín, Kantunil, Kaua, Kinchil, Kopomá, Opichén, Oxkutzcab, Uayma, Ucú, Umán",Set Answer
307,"Which states with an age-adjusted cancer incidence rate greater than 450 in 2021 and a mortality rate greater than 550 for people over 50 in 2022, according to the National Cancer Institute's state cancer profiles website, provided less than the national average for public health funding per capita in 2022-2023, according to americashealthrankings.org?",Health,"Mississippi, Kentucky",Set Answer
308,"I am writing a report on the effect of internal displacement on the labour force for my economics class. Of the 5 countries that had the most amount of internally displaced people in 2020 (According to UNHCR refugee data), which had the lowest percentage of people employed in agriculture in 2020 (as a percentage of people that were employed, according to United Nations data)?",Finance & Economics,Syria,Single Answer
309,"For the provinces east of Ontario (but not including Ontario itself), which of those had over 50% for children with affordable child care in 2022? Use table 42-10-0037-01 provided by Statistics Canada, ensuring that the population analyzed are among those using before or after school care and who had difficulties finding care.",Finance & Economics,"Newfoundland and Labrador, Quebec",Set Answer
310,"Cross reference the following ""Country Comparisons"" on the CIA World Factbook (2022 Archive): ""Life expectancy at birth"", ""Death rate"", and ""Population growth rate."" Of the countries that had a life expectancy of over 80 years, which of those countries had both a death rate of over 10 deaths per 1000 people, and a positive population growth?",Geography,"Monaco, Spain, Isle of Man, Finland",Set Answer
311,"Of the threatened fish in the Black Sea, which species are classified as Vulnerable and live in a reef-associated habitat? Please list the fish alphabetically. Use fishbase.org data.",Science,"Balistes capriscus (Grey triggerfish), Carcharhinus limbatus (Blacktip shark), Epinephelus marginatus (Dusky grouper), Labrus viridis (No common name listed), Torpedo marmorata (Marbled electric ray)",Set Answer
312,"According to the Mayo Clinic, what risk factors do an abdominal aortic aneurysm, a brain aneurysm, and a thoracic aortic aneurysm have in common?",Health,"Age, Smoking, Family History",Set Answer
313,Exhaustive list of all types of the genus Tyrannosaurus as of May 2024,Science,"Tyrannosaurus Rex, Tyrannosaurus Mcraeensis",Set Answer
314,"I need some information on internet penetration for a media studies project where I am required to use specific sources. So according to Our World in Data’s – tabled figures from the Number of People Using the Internet chart (at continent level), of the continent with the 4th highest percentage of internet users in 2021 as a % of its population (using World Population Review’s 2020 continent level population figures) which countries had a period on period relative change in the number of internet users, of 100% or over between 2011 and 2021. Just list the countries in a bulleted list from highest to lowest increase. Use Our World in Data’s definition of countries per continent to determine what countries to analyse for the percentage change country data. Include only the countries where all the data is available.",Technology,"- Paraguay
- Guyana
- Ecuador
- Bolivia
- Suriname
- Peru
- Colombia",Set Answer
