,problem,answer,wikipedia_link_1,wikipedia_link_2,wikipedia_link_3,wikipedia_link_4,wikipedia_link_5,wikipedia_link_6,wikipedia_link_7,wikipedia_link_8,wikipedia_link_9,wikipedia_link_10,wikipedia_link_11+,reasoning_types,wiki_links
274,"How many more letters does the name of the city that the director of ""Whiplash"" (2014) was born in have compared the name of the city in which the film first premiered?",2,https://en.wikipedia.org/wiki/Whiplash_(2014_film)#,https://en.wikipedia.org/wiki/Damien_Chazelle,https://en.wikipedia.org/wiki/2014_Sundance_Film_Festival,,,,,,,,,Post processing,"['https://en.wikipedia.org/wiki/Whiplash_(2014_film)#', 'https://en.wikipedia.org/wiki/Damien_Chazelle', 'https://en.wikipedia.org/wiki/2014_Sundance_Film_Festival']"
275,The Brihadeeswarar Temple was built by an Indian emperor. The emperor’s only sister‘s husband is a king of another Dynasty. Name the Dynasty and state how many known kings ruled within that Dynasty.,Bana Kingdom. 10 Kings.,https://en.wikipedia.org/wiki/Brihadisvara_Temple,https://en.wikipedia.org/wiki/Rajaraja_I,https://en.wikipedia.org/wiki/Kundavai_Pir%C4%81ttiy%C4%81r,https://en.wikipedia.org/wiki/Bana_Kingdom,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Brihadisvara_Temple', 'https://en.wikipedia.org/wiki/Rajaraja_I', 'https://en.wikipedia.org/wiki/Kundavai_Pir%C4%81ttiy%C4%81r', 'https://en.wikipedia.org/wiki/Bana_Kingdom']"
276,"Of the 'Big Four' of Thrash Metal, whose debut full-length was released first?",Metallica,https://en.wikipedia.org/wiki/Thrash_metal,https://en.wikipedia.org/wiki/Metallica,https://en.wikipedia.org/wiki/Slayer,https://en.wikipedia.org/wiki/Megadeth,https://en.wikipedia.org/wiki/Anthrax_(American_band),https://en.wikipedia.org/wiki/Kill_%27Em_All,https://en.wikipedia.org/wiki/Show_No_Mercy,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Thrash_metal', 'https://en.wikipedia.org/wiki/Metallica', 'https://en.wikipedia.org/wiki/Slayer', 'https://en.wikipedia.org/wiki/Megadeth', 'https://en.wikipedia.org/wiki/Anthrax_(American_band)', 'https://en.wikipedia.org/wiki/Kill_%27Em_All', 'https://en.wikipedia.org/wiki/Show_No_Mercy']"
277,What is the date of the movie directed by Gordon Douglas that featured an American decathlete who was a part of the 1984 Summer Olympic Torch Relay and first African American to light the cauldron?,"April 2, 1961",https://en.wikipedia.org/wiki/1984_Summer_Olympics,https://en.wikipedia.org/wiki/Rafer_Johnson,https://en.wikipedia.org/wiki/The_Sins_of_Rachel_Cade,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/1984_Summer_Olympics', 'https://en.wikipedia.org/wiki/Rafer_Johnson', 'https://en.wikipedia.org/wiki/The_Sins_of_Rachel_Cade']"
278,A 1986 song by Peter Gabriel shares the name with a tool. What is the name of the tool and how does it look?,"Sledgehammer: A tool with a large, flat, often metal head, attached to a long handle.",https://en.wikipedia.org/wiki/Peter_Gabriel,https://en.wikipedia.org/wiki/So_(album),https://en.wikipedia.org/wiki/Sledgehammer,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Peter_Gabriel', 'https://en.wikipedia.org/wiki/So_(album)', 'https://en.wikipedia.org/wiki/Sledgehammer']"
279,How old was the author of Dragon Ball when the manga was first released?,29,https://en.wikipedia.org/wiki/Dragon_Ball,https://en.wikipedia.org/wiki/Akira_Toriyama,,,,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/Dragon_Ball', 'https://en.wikipedia.org/wiki/Akira_Toriyama']"
280,I'm thinking of a dam. Here are some clues:  -It had two official names in its history. -Construction was ordered to begin by the husband of the President of The Girl Scouts of the USA in 1936.,Hoover Dam (briefly known as Boulder Dam),https://en.wikipedia.org/wiki/Girl_Scouts_of_the_USA#Presidents,https://en.wikipedia.org/wiki/Lou_Henry_Hoover,https://en.wikipedia.org/wiki/Herbert_Hoover,https://en.wikipedia.org/wiki/Hoover_Dam,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Girl_Scouts_of_the_USA#Presidents', 'https://en.wikipedia.org/wiki/Lou_Henry_Hoover', 'https://en.wikipedia.org/wiki/Herbert_Hoover', 'https://en.wikipedia.org/wiki/Hoover_Dam']"
281,I am the narrator character in the final novel written by the recipient of the 1963 Hugo Award for Best Novel. Who am I?,Angel Archer.,https://en.wikipedia.org/wiki/Hugo_Award_for_Best_Novel,https://en.wikipedia.org/wiki/Philip_K._Dick#Career,https://en.wikipedia.org/wiki/The_Transmigration_of_Timothy_Archer,,,,,,,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Hugo_Award_for_Best_Novel', 'https://en.wikipedia.org/wiki/Philip_K._Dick#Career', 'https://en.wikipedia.org/wiki/The_Transmigration_of_Timothy_Archer']"
282,Who developed the first effective vaccine against the disease that killed the father of a famous Hungarian composer born in 1811?,Almroth Edward Wright,https://en.wikipedia.org/wiki/List_of_Hungarian_composers,https://en.wikipedia.org/wiki/Franz_Liszt,https://en.wikipedia.org/wiki/Typhoid_fever,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/List_of_Hungarian_composers', 'https://en.wikipedia.org/wiki/Franz_Liszt', 'https://en.wikipedia.org/wiki/Typhoid_fever']"
283,"What was the last prose book written by the poet who referred to Wyndham Lewis as ""that lonely old volcano of the Right.""?",Forewords and Afterwords (1973),https://en.wikipedia.org/wiki/Wyndham_Lewis,https://en.wikipedia.org/wiki/W._H._Auden,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Wyndham_Lewis', 'https://en.wikipedia.org/wiki/W._H._Auden']"
284,What was the age difference between the inventor of Barbie and the inventor of Hot Wheels?,6 months and 26 days.,https://en.wikipedia.org/wiki/Barbie,https://en.wikipedia.org/wiki/Hot_Wheels,https://en.wikipedia.org/wiki/Ruth_Handler,https://en.wikipedia.org/wiki/Elliot_Handler,,,,,,,,Numerical reasoning | Post processing | Temporal reasoning,"['https://en.wikipedia.org/wiki/Barbie', 'https://en.wikipedia.org/wiki/Hot_Wheels', 'https://en.wikipedia.org/wiki/Ruth_Handler', 'https://en.wikipedia.org/wiki/Elliot_Handler']"
285,This deceased American singer and songwriter who's song about censorship was nominated for a Grammy Award (for Best Hard Rock Performance) in the same year that was designated as International Space Year by the United Nations. How many letters are in his name?,11 (Layne Staley),https://en.wikipedia.org/wiki/Layne_Staley,https://en.wikipedia.org/wiki/Man_in_the_Box,https://en.wikipedia.org/wiki/1992,https://en.wikipedia.org/wiki/Grammy_Award_for_Best_Hard_Rock_Performance,,,,,,,,Numerical reasoning | Tabular reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Layne_Staley', 'https://en.wikipedia.org/wiki/Man_in_the_Box', 'https://en.wikipedia.org/wiki/1992', 'https://en.wikipedia.org/wiki/Grammy_Award_for_Best_Hard_Rock_Performance']"
286,"In 2020, the Italian curling team won the Moscow Classic annual bonspiel. One of the members of that four-person team was not born in Italy. As of August 1, 2024, what are the colors of the national flag of their country of origin?","Red and White (Switzerland, Joël Retornaz)",https://en.wikipedia.org/wiki/Red_Square_Classic,https://en.wikipedia.org/wiki/Jo%C3%ABl_Retornaz,https://en.wikipedia.org/wiki/Amos_Mosaner,https://en.wikipedia.org/wiki/Sebastiano_Arman,https://en.wikipedia.org/wiki/Simone_Gonin,https://en.wikipedia.org/wiki/Flag_of_Switzerland,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Red_Square_Classic', 'https://en.wikipedia.org/wiki/Jo%C3%ABl_Retornaz', 'https://en.wikipedia.org/wiki/Amos_Mosaner', 'https://en.wikipedia.org/wiki/Sebastiano_Arman', 'https://en.wikipedia.org/wiki/Simone_Gonin', 'https://en.wikipedia.org/wiki/Flag_of_Switzerland']"
287,When was the song Cold Blow and the Rainy Night featured on a daily list of folk songs recorded by Jon Boden?,"February 5, 2011",https://en.wikipedia.org/wiki/Cold_Blow_and_the_Rainy_Night_(song),https://en.wikipedia.org/wiki/A_Folk_Song_A_Day,,,,,,,,,,Numerical reasoning,"['https://en.wikipedia.org/wiki/Cold_Blow_and_the_Rainy_Night_(song)', 'https://en.wikipedia.org/wiki/A_Folk_Song_A_Day']"
288,What album by the band named 'The Band' was released on the same day as the Nuclear Non-Proliferation Treaty was opened for signature?,Music from Big Pink,https://en.wikipedia.org/wiki/Treaty_on_the_Non-Proliferation_of_Nuclear_Weapons,https://en.wikipedia.org/wiki/The_Band#Discography,https://en.wikipedia.org/wiki/Music_from_Big_Pink,,,,,,,,,Tabular reasoning,"['https://en.wikipedia.org/wiki/Treaty_on_the_Non-Proliferation_of_Nuclear_Weapons', 'https://en.wikipedia.org/wiki/The_Band#Discography', 'https://en.wikipedia.org/wiki/Music_from_Big_Pink']"
289,"In the year the first UK winner of Big Brother was born, who was the Prime Minister?",Sir Edward Heath,https://en.wikipedia.org/wiki/Big_Brother_(franchise),https://en.wikipedia.org/wiki/Craig_Phillips,https://en.wikipedia.org/wiki/Edward_Heath,,,,,,,,,Post processing | Temporal reasoning,"['https://en.wikipedia.org/wiki/Big_Brother_(franchise)', 'https://en.wikipedia.org/wiki/Craig_Phillips', 'https://en.wikipedia.org/wiki/Edward_Heath']"
290,"The lead actress of the television show The Good Place who played protagonist Eleanor Shellstop, is married to a man who has been in many TV series and Films in his career. What was the name of the character he provided the voice for in a 2021 animated movie?",Ruben,https://en.wikipedia.org/wiki/The_Good_Place,https://en.wikipedia.org/wiki/Kristen_Bell,https://en.wikipedia.org/wiki/Dax_Shepard#Film,https://en.wikipedia.org/wiki/PAW_Patrol:_The_Movie,,,,,,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/The_Good_Place', 'https://en.wikipedia.org/wiki/Kristen_Bell', 'https://en.wikipedia.org/wiki/Dax_Shepard#Film', 'https://en.wikipedia.org/wiki/PAW_Patrol:_The_Movie']"
291,Andy Warhol made the painting Marilyn Diptych from a publicity photo of Marilyn Monroe for a film. What was the name of Monroe's character in that film?,Rose Loomis,https://en.wikipedia.org/wiki/Marilyn_Diptych,https://en.wikipedia.org/wiki/Niagara_(1953_film),,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Marilyn_Diptych', 'https://en.wikipedia.org/wiki/Niagara_(1953_film)']"
292,"Out of every team that has won at least one official global Valorant tournament, which team has also won at least one League of Legends World Championship and at least one CS:GO Major Championship as of 2024?",Fnatic,https://en.wikipedia.org/wiki/Valorant_Champions_Tour,https://en.wikipedia.org/wiki/League_of_Legends_World_Championship,https://en.wikipedia.org/wiki/Counter-Strike_Major_Championships,,,,,,,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Valorant_Champions_Tour', 'https://en.wikipedia.org/wiki/League_of_Legends_World_Championship', 'https://en.wikipedia.org/wiki/Counter-Strike_Major_Championships']"
293,How old was the New-York born comic book writer who created the character Catwoman when he died?,83,https://en.wikipedia.org/wiki/Catwoman,https://en.wikipedia.org/wiki/Bill_Finger,https://en.wikipedia.org/wiki/Bob_Kane,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Catwoman', 'https://en.wikipedia.org/wiki/Bill_Finger', 'https://en.wikipedia.org/wiki/Bob_Kane']"
294,"How long did Steve Jobs live, percentage wise, compared to the average lifespan of a person in the United States in 1984? Round each number to the nearest whole integer before calculating your answer. Then round your answer the nearest hundredth.",75.68%,https://en.wikipedia.org/wiki/List_of_countries_by_past_life_expectancy,https://en.wikipedia.org/wiki/Steve_Jobs,,,,,,,,,,Numerical reasoning | Tabular reasoning | Multiple constraints | Post processing | Temporal reasoning,"['https://en.wikipedia.org/wiki/List_of_countries_by_past_life_expectancy', 'https://en.wikipedia.org/wiki/Steve_Jobs']"
295,What Indian Empire was overrun by Huns 24 years after conventionally accepted date of the fall of the Western Roman Empire?,Gupta Empire,https://en.wikipedia.org/wiki/Roman_Empire,https://en.wikipedia.org/wiki/List_of_ancient_great_powers,https://en.wikipedia.org/wiki/Gupta_Empire,,,,,,,,,Numerical reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Roman_Empire', 'https://en.wikipedia.org/wiki/List_of_ancient_great_powers', 'https://en.wikipedia.org/wiki/Gupta_Empire']"
296,Which album by the band Paramore came out after the death of Michael Jackson and before the death of Amy Winehouse?,Brand New Eyes,https://en.wikipedia.org/wiki/Michael_Jackson,https://en.wikipedia.org/wiki/Amy_Winehouse,https://en.wikipedia.org/wiki/Paramore,https://en.wikipedia.org/wiki/Brand_New_Eyes,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Michael_Jackson', 'https://en.wikipedia.org/wiki/Amy_Winehouse', 'https://en.wikipedia.org/wiki/Paramore', 'https://en.wikipedia.org/wiki/Brand_New_Eyes']"
297,What song topped Billboard magazine's Top 30 chart in the same year that the first documented case of a person being hit and surviving a meteorite occurred?,Little Things Mean a Lot by Kitty Kallen,https://en.wikipedia.org/wiki/Ann_Elizabeth_Fowler_Hodges,https://en.wikipedia.org/wiki/Billboard_year-end_top_30_singles_of_1954,,,,,,,,,,Tabular reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Ann_Elizabeth_Fowler_Hodges', 'https://en.wikipedia.org/wiki/Billboard_year-end_top_30_singles_of_1954']"
298,How much bigger was Ford Motor Company's market share of US Sales the year Matthew McConaughey won his first MTV Movie Award than the year Zac Efron won his?,10.30%,https://en.wikipedia.org/wiki/Ford_Motor_Company#Sales_numbers,https://en.wikipedia.org/wiki/List_of_awards_and_nominations_received_by_Matthew_McConaughey,https://en.wikipedia.org/wiki/Zac_Efron#Awards_and_nominations,,,,,,,,,Numerical reasoning | Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Ford_Motor_Company#Sales_numbers', 'https://en.wikipedia.org/wiki/List_of_awards_and_nominations_received_by_Matthew_McConaughey', 'https://en.wikipedia.org/wiki/Zac_Efron#Awards_and_nominations']"
299,"At the time of their publication, who was the editor of the magazine that published the two short stories that first developed the World Urslula LeGuinn would use for the first of the two books Harold Bloom would later call her masterpieces?","Cele Goldsmith (or Cele Goldsmith Lalli, once she married)",https://en.wikipedia.org/wiki/Ursula_K._Le_Guin,https://en.wikipedia.org/wiki/A_Wizard_of_Earthsea,https://en.wikipedia.org/wiki/The_Rule_of_Names,https://en.wikipedia.org/wiki/Fantastic_(magazine),,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Ursula_K._Le_Guin', 'https://en.wikipedia.org/wiki/A_Wizard_of_Earthsea', 'https://en.wikipedia.org/wiki/The_Rule_of_Names', 'https://en.wikipedia.org/wiki/Fantastic_(magazine)']"
300,Who lit the Olympic cauldron in the Summer Games immediately following the release of Van Halen's sixth studio album?,"Rafer Johnson lit the Olympic cauldron for the 1984 Summer Olympics, which began July 28, 1984, six months after the release of 1984 (stylized in Roman numerals as MCMLXXXIV), Van Halen's sixth studio album.",https://en.wikipedia.org/wiki/1984_(Van_Halen_album),https://en.wikipedia.org/wiki/1984_Summer_Olympics,https://en.wikipedia.org/wiki/Van_Halen_discography,,,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/1984_(Van_Halen_album)', 'https://en.wikipedia.org/wiki/1984_Summer_Olympics', 'https://en.wikipedia.org/wiki/Van_Halen_discography']"
301,"By mass, what is the largest species out of the closest living relatives to manatees and dugongs?",African bush elephant (Loxodonta africana),https://en.wikipedia.org/wiki/Manatee,https://en.wikipedia.org/wiki/Sirenia,https://en.wikipedia.org/wiki/Tethytheria,https://en.wikipedia.org/wiki/Proboscidea,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Manatee', 'https://en.wikipedia.org/wiki/Sirenia', 'https://en.wikipedia.org/wiki/Tethytheria', 'https://en.wikipedia.org/wiki/Proboscidea']"
302,"At the time of the END of the 2016 French Open, what was the head-to-head between the Men's World No. 1 at that time, and the runner-up of that year's Australian Open in the Men's Singles category?",Novak Djokovic 24-10 Andy Murray,https://en.wikipedia.org/wiki/2016_French_Open,https://en.wikipedia.org/wiki/List_of_ATP_number_1_ranked_singles_tennis_players,https://en.wikipedia.org/wiki/2016_Australian_Open_%E2%80%93_Men%27s_singles,https://en.wikipedia.org/wiki/Djokovic%E2%80%93Murray_rivalry,,,,,,,,Tabular reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/2016_French_Open', 'https://en.wikipedia.org/wiki/List_of_ATP_number_1_ranked_singles_tennis_players', 'https://en.wikipedia.org/wiki/2016_Australian_Open_%E2%80%93_Men%27s_singles', 'https://en.wikipedia.org/wiki/Djokovic%E2%80%93Murray_rivalry']"
